Square Footage of Unique Dorms,Unique Dorms,Selection Time (Individual) 2023,Selection Time (Group) 2023,2023 Selection Time,Selection Time (Individual) 2024,Selection Time (Group) 2024,2024 Selection Time,Selection Time (Individual) 2025,Selection Time (Group) 2025,2025 Selection Time,Occupancy,AC
144,Mudd - 256,,,,,,,4/10/2025 18:54,No Selection Time Issued,4/10/2025 18:54,1,TRUE
147,Mudd - 257,,,,,,,4/10/2025 19:12,No Selection Time Issued,4/10/2025 19:12,1,TRUE
147,Mudd - 258,,,,,,,4/10/2025 19:30,No Selection Time Issued,4/10/2025 19:30,1,TRUE
154,Mudd - 259,,,,,,,4/10/2025 19:00,No Selection Time Issued,4/10/2025 19:00,1,TRUE
154,Mudd - 260,,,,,,,4/10/2025 19:03,No Selection Time Issued,4/10/2025 19:03,1,TRUE
156,Mudd - 261,,,,,,,4/10/2025 18:45,No Selection Time Issued,4/10/2025 18:45,1,TRUE
156,Mudd - 262,,,,,,,4/10/2025 17:12,No Selection Time Issued,4/10/2025 17:12,1,TRUE
140,Mudd - 263,,,,,4/9/2024 17:12,4/9/2024 17:12,4/10/2025 18:57,No Selection Time Issued,4/10/2025 18:57,1,TRUE
162,Mudd - 264,,,,4/11/2024 18:36,No Selection Time Issued,4/11/2024 18:36,4/10/2025 18:42,No Selection Time Issued,4/10/2025 18:42,1,TRUE
165,Mudd - 265,,,,4/11/2024 17:03,No Selection Time Issued,4/11/2024 17:03,4/10/2025 17:27,No Selection Time Issued,4/10/2025 17:27,1,TRUE
257,Mudd - 266,,,,4/11/2024 18:48,,4/11/2024 18:48,,,,2,TRUE
175,Mudd - 267,,,,,No Selection Time Issued,,4/10/2025 18:42,No Selection Time Issued,4/10/2025 18:42,1,TRUE
211,Mudd - 290,,,,4/11/2024 19:03,No Selection Time Issued,4/11/2024 19:03,,,,2,TRUE
144,Mudd - MUDD 310-314 - 310,4/13/2023 17:03,4/12/2023 17:09,4/12/2023 17:09,4/11/2024 18:54,No Selection Time Issued,4/11/2024 18:54,4/10/2025 19:09,4/10/2025 17:03,4/10/2025 17:03,1,TRUE
151,Mudd - MUDD 310-314 - 311,4/13/2023 18:30,4/11/2023 17:33,4/11/2023 17:33,4/11/2024 19:42,No Selection Time Issued,4/11/2024 19:42,4/10/2025 20:12,4/10/2025 17:03,4/10/2025 17:03,1,TRUE
149,Mudd - MUDD 310-314 - 312,4/13/2023 19:09,4/11/2023 17:12,4/11/2023 17:12,4/11/2024 18:30,No Selection Time Issued,4/11/2024 18:30,4/10/2025 20:09,4/10/2025 17:03,4/10/2025 17:03,1,TRUE
149,Mudd - MUDD 310-314 - 313,4/13/2023 17:09,4/11/2023 17:39,4/11/2023 17:39,4/11/2024 17:00,No Selection Time Issued,4/11/2024 17:00,4/10/2025 17:03,4/10/2025 17:03,4/10/2025 17:03,1,TRUE
145,Mudd - MUDD 310-314 - 314,4/13/2023 19:30,4/11/2023 17:12,4/11/2023 17:12,4/11/2024 18:21,,4/11/2024 18:21,4/10/2025 18:15,4/10/2025 17:03,4/10/2025 17:03,1,TRUE
118,Norton - 2,,,,,,,4/8/2025 20:15,No Selection Time Issued,4/8/2025 20:15,1,FALSE
135,Norton - 3,4/12/2023 17:27,4/11/2023 17:39,4/11/2023 17:39,,,,4/9/2025 18:21,No Selection Time Issued,4/9/2025 18:21,1,FALSE
135,Norton - 4,,,,,,,4/9/2025 18:15,No Selection Time Issued,4/9/2025 18:15,1,FALSE
135,Norton - 5,,,,,,,4/8/2025 20:51,No Selection Time Issued,4/8/2025 20:51,1,FALSE
129,Norton - 6,,,,,4/11/2024 17:00,4/11/2024 17:00,4/9/2025 18:42,No Selection Time Issued,4/9/2025 18:42,1,FALSE
135,Norton - 7,4/12/2023 17:12,No Selection Time Issued,4/12/2023 17:12,4/9/2024 20:54,No Selection Time Issued,4/9/2024 20:54,4/9/2025 18:00,No Selection Time Issued,4/9/2025 18:00,1,FALSE
166,Norton - 8,,,,4/10/2024 17:06,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 18:24,No Selection Time Issued,4/9/2025 18:24,1,FALSE
131,Norton - 10,,,,4/10/2024 17:57,4/9/2024 17:12,4/9/2024 17:12,4/9/2025 17:21,No Selection Time Issued,4/9/2025 17:21,1,FALSE
114,Norton - 11,,,,4/10/2024 17:30,,4/10/2024 17:30,,,,1,FALSE
131,Norton - 12,4/12/2023 17:24,4/11/2023 17:06,4/11/2023 17:06,,4/9/2024 17:33,4/9/2024 17:33,4/8/2025 21:33,No Selection Time Issued,4/8/2025 21:33,1,FALSE
131,Norton - 13,,,,4/9/2024 21:15,4/11/2024 17:48,4/9/2024 21:15,4/8/2025 18:39,No Selection Time Issued,4/8/2025 18:39,1,FALSE
131,Norton - 14,,,,4/10/2024 17:51,,4/10/2024 17:51,4/9/2025 18:24,No Selection Time Issued,4/9/2025 18:24,1,FALSE
139,Norton - 15,4/12/2023 17:33,4/13/2023 18:57,4/12/2023 17:33,,4/11/2024 17:00,4/11/2024 17:00,4/8/2025 18:42,No Selection Time Issued,4/8/2025 18:42,1,FALSE
131,Norton - 16,,,,4/9/2024 19:33,,4/9/2024 19:33,4/9/2025 17:45,No Selection Time Issued,4/9/2025 17:45,1,FALSE
132,Norton - 17,,,,,4/10/2024 20:18,4/10/2024 20:18,4/9/2025 17:48,No Selection Time Issued,4/9/2025 17:48,1,FALSE
132,Norton - 18,,,,4/10/2024 17:33,4/9/2024 17:15,4/9/2024 17:15,4/9/2025 18:39,No Selection Time Issued,4/9/2025 18:39,1,FALSE
137,Norton - 19,,,,4/10/2024 17:30,4/11/2024 18:30,4/10/2024 17:30,,,,1,FALSE
131,Norton - 20,,,,4/10/2024 17:42,4/9/2024 17:18,4/9/2024 17:18,4/8/2025 21:09,No Selection Time Issued,4/8/2025 21:09,1,FALSE
128,Norton - 21,,,,4/10/2024 17:27,,4/10/2024 17:27,4/9/2025 17:45,No Selection Time Issued,4/9/2025 17:45,1,FALSE
131,Norton - 22,,,,,,,4/8/2025 21:09,No Selection Time Issued,4/8/2025 21:09,1,FALSE
129,Norton - 23,,,,,4/10/2024 19:12,4/10/2024 19:12,4/9/2025 18:15,No Selection Time Issued,4/9/2025 18:15,1,FALSE
123,Norton - 24,4/11/2023 21:06,4/11/2023 17:42,4/11/2023 17:42,4/9/2024 19:45,,4/9/2024 19:45,,,,1,FALSE
118,Norton - 25,4/11/2023 21:33,4/11/2023 17:36,4/11/2023 17:36,,,,,,,1,FALSE
135,Norton - 26,4/12/2023 17:24,4/13/2023 17:27,4/12/2023 17:24,,4/9/2024 17:24,4/9/2024 17:24,,,,1,FALSE
135,Norton - 27,4/12/2023 17:18,4/12/2023 17:33,4/12/2023 17:18,4/10/2024 17:00,,4/10/2024 17:00,4/9/2025 17:39,No Selection Time Issued,4/9/2025 17:39,1,FALSE
135,Norton - 28,,,,,4/11/2024 18:42,4/11/2024 18:42,4/8/2025 21:36,No Selection Time Issued,4/8/2025 21:36,1,FALSE
129,Norton - 29,4/11/2023 21:21,No Selection Time Issued,4/11/2023 21:21,4/9/2024 18:57,,4/9/2024 18:57,4/9/2025 17:15,No Selection Time Issued,4/9/2025 17:15,1,FALSE
135,Norton - 30,4/12/2023 17:27,4/11/2023 17:12,4/11/2023 17:12,,4/10/2024 17:27,4/10/2024 17:27,,,,1,FALSE
149,Norton - 31,,,,4/9/2024 20:03,,4/9/2024 20:03,,,,1,FALSE
133,Norton - 32,,,,,,,4/8/2025 21:45,No Selection Time Issued,4/8/2025 21:45,1,FALSE
132,Norton - 33,,,,,4/9/2024 17:30,4/9/2024 17:30,4/8/2025 17:21,No Selection Time Issued,4/8/2025 17:21,1,FALSE
132,Norton - 34,,,,4/10/2024 17:54,4/9/2024 17:12,4/9/2024 17:12,,,,1,FALSE
118,Smiley - 101,4/12/2023 18:33,4/12/2023 17:36,4/12/2023 17:36,4/10/2024 19:03,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 19:51,No Selection Time Issued,4/9/2025 19:51,1,FALSE
138,Smiley - 102,4/12/2023 18:45,4/13/2023 17:03,4/12/2023 18:45,4/10/2024 18:24,4/11/2024 18:51,4/10/2024 18:24,4/9/2025 19:42,No Selection Time Issued,4/9/2025 19:42,1,FALSE
121,Smiley - 103,4/12/2023 17:51,4/11/2023 18:21,4/11/2023 18:21,4/10/2024 18:33,4/11/2024 17:18,4/10/2024 18:33,4/9/2025 19:48,No Selection Time Issued,4/9/2025 19:48,1,FALSE
147,Smiley - 104,4/12/2023 18:27,4/11/2023 17:18,4/11/2023 17:18,4/10/2024 17:45,4/10/2024 17:45,4/10/2024 17:45,4/9/2025 18:51,No Selection Time Issued,4/9/2025 18:51,1,FALSE
133,Smiley - 105,4/12/2023 17:54,No Selection Time Issued,4/12/2023 17:54,4/10/2024 18:24,4/9/2024 20:24,4/9/2024 20:24,4/9/2025 18:45,No Selection Time Issued,4/9/2025 18:45,1,FALSE
136,Smiley - 106,4/12/2023 17:36,No Selection Time Issued,4/12/2023 17:36,4/10/2024 18:18,4/11/2024 17:33,4/10/2024 18:18,4/9/2025 19:09,No Selection Time Issued,4/9/2025 19:09,1,FALSE
119,Smiley - 107,4/12/2023 18:57,4/11/2023 17:51,4/11/2023 17:51,4/10/2024 18:33,4/9/2024 17:54,4/9/2024 17:54,4/9/2025 20:09,No Selection Time Issued,4/9/2025 20:09,1,FALSE
129,Smiley - 108,4/12/2023 18:42,No Selection Time Issued,4/12/2023 18:42,4/10/2024 18:54,4/10/2024 19:12,4/10/2024 18:54,4/9/2025 19:36,No Selection Time Issued,4/9/2025 19:36,1,FALSE
136,Smiley - 109,4/12/2023 18:24,4/13/2023 17:12,4/12/2023 18:24,4/10/2024 17:36,4/9/2024 17:21,4/9/2024 17:21,4/9/2025 18:54,No Selection Time Issued,4/9/2025 18:54,1,FALSE
128,Smiley - 110,4/12/2023 18:48,No Selection Time Issued,4/12/2023 18:48,4/10/2024 18:42,4/9/2024 18:33,4/9/2024 18:33,4/9/2025 19:15,No Selection Time Issued,4/9/2025 19:15,1,FALSE
122,Smiley - 111,4/12/2023 18:21,4/11/2023 17:54,4/11/2023 17:54,4/10/2024 18:21,4/9/2024 19:33,4/9/2024 19:33,4/9/2025 20:06,No Selection Time Issued,4/9/2025 20:06,1,FALSE
126,Smiley - 112,4/12/2023 18:48,4/11/2023 17:36,4/11/2023 17:36,4/10/2024 18:57,4/9/2024 17:51,4/9/2024 17:51,4/9/2025 19:30,No Selection Time Issued,4/9/2025 19:30,1,FALSE
132,Smiley - 113,4/12/2023 18:48,4/11/2023 17:30,4/11/2023 17:30,4/10/2024 17:21,4/9/2024 17:18,4/9/2024 17:18,4/9/2025 19:33,No Selection Time Issued,4/9/2025 19:33,1,FALSE
127,Smiley - 114,4/12/2023 18:24,No Selection Time Issued,4/12/2023 18:24,4/10/2024 18:57,4/9/2024 18:36,4/9/2024 18:36,4/9/2025 19:03,No Selection Time Issued,4/9/2025 19:03,1,FALSE
127,Smiley - 115,4/12/2023 17:57,4/13/2023 18:57,4/12/2023 17:57,4/10/2024 17:21,4/10/2024 17:54,4/10/2024 17:21,4/9/2025 19:03,No Selection Time Issued,4/9/2025 19:03,1,FALSE
118,Smiley - 201,,,,4/10/2024 18:00,4/11/2024 17:45,4/10/2024 18:00,4/9/2025 20:00,No Selection Time Issued,4/9/2025 20:00,1,FALSE
121,Smiley - 203,4/12/2023 19:00,4/11/2023 17:09,4/11/2023 17:09,4/10/2024 19:03,4/11/2024 17:21,4/10/2024 19:03,4/9/2025 19:36,No Selection Time Issued,4/9/2025 19:36,1,FALSE
148,Smiley - 204,4/12/2023 18:18,4/13/2023 17:24,4/12/2023 18:18,4/10/2024 17:27,4/9/2024 17:33,4/9/2024 17:33,4/8/2025 21:00,No Selection Time Issued,4/8/2025 21:00,1,FALSE
133,Smiley - 205,4/12/2023 18:15,4/13/2023 17:30,4/12/2023 18:15,4/10/2024 18:33,4/9/2024 18:33,4/9/2024 18:33,4/9/2025 18:45,No Selection Time Issued,4/9/2025 18:45,1,FALSE
124,Smiley - 206,4/12/2023 18:27,No Selection Time Issued,4/12/2023 18:27,4/10/2024 18:36,4/9/2024 21:15,4/9/2024 21:15,4/9/2025 18:48,No Selection Time Issued,4/9/2025 18:48,1,FALSE
119,Smiley - 207,4/12/2023 19:03,4/13/2023 19:39,4/12/2023 19:03,4/10/2024 18:48,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 20:09,No Selection Time Issued,4/9/2025 20:09,1,FALSE
129,Smiley - 208,4/12/2023 18:33,4/13/2023 18:51,4/12/2023 18:33,4/10/2024 18:36,4/9/2024 17:36,4/9/2024 17:36,4/9/2025 19:39,No Selection Time Issued,4/9/2025 19:39,1,FALSE
124,Smiley - 209,4/12/2023 17:45,4/13/2023 18:36,4/12/2023 17:45,4/10/2024 17:42,4/10/2024 17:33,4/10/2024 17:33,4/9/2025 19:48,No Selection Time Issued,4/9/2025 19:48,1,FALSE
128,Smiley - 210,4/12/2023 17:51,4/11/2023 17:54,4/11/2023 17:54,4/10/2024 18:51,4/11/2024 19:15,4/10/2024 18:51,,,,1,FALSE
122,Smiley - 211,4/12/2023 18:36,4/11/2023 17:00,4/11/2023 17:00,4/10/2024 18:48,4/10/2024 17:15,4/10/2024 17:15,4/9/2025 19:51,No Selection Time Issued,4/9/2025 19:51,1,FALSE
126,Smiley - 212,4/12/2023 18:21,4/13/2023 17:24,4/12/2023 18:21,4/10/2024 19:00,4/9/2024 20:54,4/9/2024 20:54,4/9/2025 19:06,No Selection Time Issued,4/9/2025 19:06,1,FALSE
133,Smiley - 213,4/12/2023 18:36,No Selection Time Issued,4/12/2023 18:36,4/10/2024 18:00,4/9/2024 17:18,4/9/2024 17:18,4/9/2025 19:15,No Selection Time Issued,4/9/2025 19:15,1,FALSE
127,Smiley - 214,4/12/2023 18:36,4/13/2023 18:33,4/12/2023 18:36,4/10/2024 19:00,4/11/2024 17:39,4/10/2024 19:00,4/9/2025 18:42,No Selection Time Issued,4/9/2025 18:42,1,FALSE
127,Smiley - 215,4/12/2023 18:57,4/11/2023 17:00,4/11/2023 17:00,4/10/2024 18:39,4/11/2024 18:54,4/10/2024 18:39,4/9/2025 18:57,No Selection Time Issued,4/9/2025 18:57,1,FALSE
130,Smiley - 216,4/12/2023 18:15,4/11/2023 17:18,4/11/2023 17:18,4/10/2024 18:27,4/11/2024 17:39,4/10/2024 18:27,4/9/2025 18:54,No Selection Time Issued,4/9/2025 18:54,1,FALSE
130,Smiley - 217,4/12/2023 18:42,No Selection Time Issued,4/12/2023 18:42,4/10/2024 18:45,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 18:36,No Selection Time Issued,4/9/2025 18:36,1,FALSE
129,Smiley - 218,4/12/2023 18:51,4/11/2023 17:00,4/11/2023 17:00,4/10/2024 19:00,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 19:33,No Selection Time Issued,4/9/2025 19:33,1,FALSE
130,Smiley - 219,4/12/2023 18:21,4/11/2023 18:24,4/11/2023 18:24,4/10/2024 18:39,4/9/2024 17:54,4/9/2024 17:54,4/9/2025 18:36,No Selection Time Issued,4/9/2025 18:36,1,FALSE
119,Smiley - 220,4/12/2023 18:54,4/13/2023 19:45,4/12/2023 18:54,4/10/2024 19:03,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 20:00,No Selection Time Issued,4/9/2025 20:00,1,FALSE
115,Smiley - 221,4/12/2023 19:00,No Selection Time Issued,4/12/2023 19:00,4/10/2024 18:54,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 20:09,No Selection Time Issued,4/9/2025 20:09,1,FALSE
228,Smiley - 222,4/12/2023 20:45,4/11/2023 20:15,4/11/2023 20:15,4/10/2024 19:33,4/9/2024 17:42,4/9/2024 17:42,4/10/2025 19:45,4/10/2025 19:45,4/10/2025 19:45,2,FALSE
261,Smiley - A5,4/13/2023 18:54,4/11/2023 17:12,4/11/2023 17:12,4/10/2024 20:24,4/9/2024 17:09,4/9/2024 17:09,,,,2,FALSE
134,Sontag - SNTG 110 - 111,4/11/2023 20:09,4/11/2023 17:03,4/11/2023 17:03,4/9/2024 17:21,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 21:18,4/8/2025 17:24,4/8/2025 17:24,1,TRUE
146,Sontag - SNTG 110 - 112,4/11/2023 17:21,4/11/2023 17:15,4/11/2023 17:15,4/9/2024 19:12,4/9/2024 17:54,4/9/2024 17:54,4/8/2025 20:54,4/8/2025 17:24,4/8/2025 17:24,1,TRUE
137,Sontag - SNTG 110 - 113,4/11/2023 21:12,4/13/2023 17:03,4/11/2023 21:12,4/9/2024 17:30,4/9/2024 17:30,4/9/2024 17:30,4/8/2025 17:24,4/8/2025 17:24,4/8/2025 17:24,1,TRUE
151,Sontag - SNTG 110 - 114,4/11/2023 21:39,4/11/2023 20:24,4/11/2023 20:24,4/9/2024 20:18,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 19:57,4/8/2025 17:24,4/8/2025 17:24,1,TRUE
135,Sontag - SNTG 120 - 121,4/11/2023 17:18,No Selection Time Issued,4/11/2023 17:18,4/9/2024 17:24,4/9/2024 18:18,4/9/2024 17:24,4/8/2025 21:21,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
151,Sontag - SNTG 120 - 122,4/11/2023 18:27,4/11/2023 17:12,4/11/2023 17:12,4/9/2024 21:00,4/10/2024 17:51,4/9/2024 21:00,4/8/2025 17:12,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
137,Sontag - SNTG 120 - 123,4/11/2023 20:12,No Selection Time Issued,4/11/2023 20:12,4/9/2024 20:03,4/9/2024 17:24,4/9/2024 17:24,4/8/2025 20:18,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
153,Sontag - SNTG 120 - 124,4/11/2023 17:36,No Selection Time Issued,4/11/2023 17:36,4/9/2024 21:45,4/9/2024 21:36,4/9/2024 21:36,4/8/2025 18:33,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
139,Sontag - SNTG 130 - 131,4/11/2023 17:09,4/13/2023 17:33,4/11/2023 17:09,4/9/2024 21:48,4/9/2024 17:54,4/9/2024 17:54,4/8/2025 17:03,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
143,Sontag - SNTG 130 - 132,4/11/2023 18:45,4/11/2023 17:00,4/11/2023 17:00,4/9/2024 18:15,4/10/2024 17:12,4/9/2024 18:15,4/8/2025 19:39,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
143,Sontag - SNTG 130 - 133,4/11/2023 21:00,No Selection Time Issued,4/11/2023 21:00,4/9/2024 17:06,4/10/2024 19:57,4/9/2024 17:06,4/8/2025 18:36,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
143,Sontag - SNTG 130 - 134,4/11/2023 21:03,No Selection Time Issued,4/11/2023 21:03,4/9/2024 17:48,4/10/2024 17:09,4/9/2024 17:48,4/8/2025 19:12,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
147,Sontag - SNTG 130 - 135,4/12/2023 20:24,No Selection Time Issued,4/12/2023 20:24,4/9/2024 20:06,4/10/2024 17:09,4/9/2024 20:06,4/8/2025 20:57,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
152,Sontag - SNTG 130 - 136,4/11/2023 18:27,4/13/2023 17:00,4/11/2023 18:27,4/9/2024 21:45,4/10/2024 17:57,4/9/2024 21:45,4/8/2025 21:27,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
138,Sontag - SNTG 140 - 141,4/11/2023 20:06,4/11/2023 17:36,4/11/2023 17:36,4/9/2024 17:12,4/11/2024 17:03,4/9/2024 17:12,4/8/2025 17:09,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
152,Sontag - SNTG 140 - 142,4/11/2023 19:00,4/13/2023 17:12,4/11/2023 19:00,4/9/2024 21:03,4/9/2024 18:24,4/9/2024 18:24,4/9/2025 18:18,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
137,Sontag - SNTG 140 - 143,4/11/2023 18:48,No Selection Time Issued,4/11/2023 18:48,4/9/2024 19:57,4/11/2024 17:42,4/9/2024 19:57,4/9/2025 18:51,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
151,Sontag - SNTG 140 - 144,4/11/2023 17:21,No Selection Time Issued,4/11/2023 17:21,4/9/2024 19:57,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 19:33,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
136,Sontag - SNTG 150 - 151,4/12/2023 20:30,No Selection Time Issued,4/12/2023 20:30,4/9/2024 21:00,4/9/2024 17:00,4/9/2024 17:00,4/8/2025 17:15,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
152,Sontag - SNTG 150 - 152,4/11/2023 19:06,4/11/2023 17:03,4/11/2023 17:03,4/9/2024 20:24,4/9/2024 17:06,4/9/2024 17:06,4/9/2025 20:30,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
136,Sontag - SNTG 150 - 153,4/11/2023 21:45,No Selection Time Issued,4/11/2023 21:45,4/10/2024 20:24,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 21:06,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
151,Sontag - SNTG 150 - 154,4/11/2023 17:12,4/11/2023 18:00,4/11/2023 17:12,4/9/2024 17:24,4/10/2024 20:27,4/9/2024 17:24,4/8/2025 19:54,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
141,Sontag - SNTG 160 - 161,4/12/2023 17:57,No Selection Time Issued,4/12/2023 17:57,4/9/2024 17:06,4/11/2024 18:57,4/9/2024 17:06,4/8/2025 18:48,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
144,Sontag - SNTG 160 - 162,4/12/2023 18:33,No Selection Time Issued,4/12/2023 18:33,4/9/2024 21:00,4/10/2024 18:00,4/9/2024 21:00,4/8/2025 21:06,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
138,Sontag - SNTG 160 - 163,4/12/2023 17:33,4/12/2023 17:36,4/12/2023 17:33,4/9/2024 20:06,4/10/2024 17:30,4/9/2024 20:06,4/8/2025 21:30,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
144,Sontag - SNTG 160 - 164,4/12/2023 20:15,4/13/2023 17:21,4/12/2023 20:15,4/9/2024 21:09,4/11/2024 17:48,4/9/2024 21:09,4/8/2025 20:06,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
141,Sontag - SNTG 160 - 165,4/11/2023 19:42,No Selection Time Issued,4/11/2023 19:42,4/9/2024 20:51,4/9/2024 18:18,4/9/2024 18:18,4/8/2025 17:06,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
150,Sontag - SNTG 160 - 166,4/11/2023 17:00,No Selection Time Issued,4/11/2023 17:00,4/9/2024 18:48,4/10/2024 17:18,4/9/2024 18:48,4/8/2025 18:30,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
134,Sontag - SNTG 210 - 211,4/11/2023 17:12,4/11/2023 18:57,4/11/2023 17:12,4/9/2024 21:51,4/9/2024 17:00,4/9/2024 17:00,4/8/2025 17:12,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
147,Sontag - SNTG 210 - 212,4/11/2023 19:42,4/12/2023 17:36,4/11/2023 19:42,4/9/2024 17:15,4/10/2024 17:18,4/9/2024 17:15,4/8/2025 20:03,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
136,Sontag - SNTG 210 - 213,4/11/2023 20:30,4/11/2023 17:03,4/11/2023 17:03,4/9/2024 17:27,4/11/2024 18:30,4/9/2024 17:27,4/8/2025 21:03,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
154,Sontag - SNTG 210 - 214,4/11/2023 20:51,No Selection Time Issued,4/11/2023 20:51,4/10/2024 17:48,4/11/2024 19:00,4/10/2024 17:48,4/8/2025 21:15,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
135,Sontag - SNTG 220 - 221,4/11/2023 17:12,4/11/2023 17:33,4/11/2023 17:12,4/9/2024 20:45,4/10/2024 17:39,4/9/2024 20:45,4/8/2025 21:33,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
151,Sontag - SNTG 220 - 222,4/11/2023 20:06,No Selection Time Issued,4/11/2023 20:06,4/9/2024 20:27,4/9/2024 18:00,4/9/2024 18:00,4/8/2025 17:06,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
136,Sontag - SNTG 220 - 223,4/11/2023 19:54,4/13/2023 20:12,4/11/2023 19:54,4/9/2024 21:27,4/10/2024 18:18,4/9/2024 21:27,4/9/2025 18:48,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
153,Sontag - SNTG 220 - 224,4/12/2023 20:00,4/13/2023 17:15,4/12/2023 20:00,4/9/2024 17:09,4/10/2024 17:36,4/9/2024 17:09,4/8/2025 21:39,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
139,Sontag - SNTG 230 - 231,4/11/2023 21:42,4/11/2023 18:42,4/11/2023 18:42,4/9/2024 17:00,4/9/2024 17:09,4/9/2024 17:00,4/8/2025 21:12,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
143,Sontag - SNTG 230 - 232,4/11/2023 17:06,No Selection Time Issued,4/11/2023 17:06,4/9/2024 21:21,4/10/2024 17:39,4/9/2024 21:21,4/8/2025 19:51,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
143,Sontag - SNTG 230 - 233,4/12/2023 19:42,No Selection Time Issued,4/12/2023 19:42,4/9/2024 18:54,4/9/2024 18:33,4/9/2024 18:33,4/8/2025 18:21,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
143,Sontag - SNTG 230 - 234,4/11/2023 18:54,No Selection Time Issued,4/11/2023 18:54,4/9/2024 18:21,4/10/2024 17:15,4/9/2024 18:21,4/8/2025 21:24,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
147,Sontag - SNTG 230 - 235,4/11/2023 21:45,4/11/2023 17:54,4/11/2023 17:54,4/9/2024 20:09,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 17:00,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
152,Sontag - SNTG 230 - 236,4/11/2023 18:24,4/11/2023 17:12,4/11/2023 17:12,4/9/2024 21:39,4/9/2024 17:39,4/9/2024 17:39,4/8/2025 21:27,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
138,Sontag - SNTG 240 - 241,4/11/2023 18:00,No Selection Time Issued,4/11/2023 18:00,4/9/2024 20:03,4/9/2024 17:00,4/9/2024 17:00,4/8/2025 21:12,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
152,Sontag - SNTG 240 - 242,4/11/2023 19:12,4/12/2023 17:06,4/11/2023 19:12,4/9/2024 21:09,4/9/2024 17:51,4/9/2024 17:51,4/8/2025 17:09,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
137,Sontag - SNTG 240 - 243,4/11/2023 17:09,4/11/2023 17:45,4/11/2023 17:09,4/9/2024 17:00,4/9/2024 17:24,4/9/2024 17:00,4/8/2025 18:51,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
151,Sontag - SNTG 240 - 244,4/11/2023 19:48,No Selection Time Issued,4/11/2023 19:48,4/9/2024 19:57,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 20:15,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
136,Sontag - SNTG 250 - 251,4/11/2023 17:24,4/13/2023 20:00,4/11/2023 17:24,4/9/2024 17:18,4/10/2024 18:00,4/9/2024 17:18,4/8/2025 20:00,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
